,Category,Message
1861,1,Aiyah then i wait lor. Then u entertain me. Hee...
1862,1,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
1863,1,I'll let you know when it kicks in
1864,1,You call him now ok i said call him
1865,1,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
1866,1,Or Ì_ go buy wif him then i meet Ì_ later can?
1867,1,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
1868,1,Today my system sh get ready.all is well and i am also in the deep well
1869,1,Mom wants to know where you at
1870,1,"Aight, I'll text you when I'm back"
1871,1,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
1872,1,Oh ok i didnt know what you meant. Yep i am baby jontin
1876,1,Watching tv now. I got new job :)
1877,1,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
1878,1,I AM AT A PARTY WITH ALEX NICHOLS
1880,1,Just seeing your missed call my dear brother. Do have a gr8 day.
1881,1,Ok.. ÌÏ finishing soon?
1882,1,"Sorry, I can't help you on this."
1883,1,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
1884,1,I love your ass! Do you enjoy doggy style? :)
1885,1,I think asking for a gym is the excuse for lazy people. I jog.
1888,1,No. On the way home. So if not for the long dry spell the season would have been over
1889,1,I gotta collect da car at 6 lei.
1890,1,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
1891,1,Probably earlier than that if the station's where I think it is
1893,1,Good Morning plz call me sir
1895,1,"Uh, heads up we don't have THAT much left"
1896,1,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
1897,1,"Aight, sounds good. When do you want me to come down?"
1898,1,Wat would u like 4 ur birthday?
1899,1,I love working from home :)
1900,1,And miss vday the parachute and double coins??? U must not know me very well...
1901,1,"Sorry, I'll call later"
1902,1,My sister got placed in birla soft da:-)
1904,1,Wah... Okie okie... Muz make use of e unlimited... Haha... 
1905,1,"There're some people by mu, I'm at the table by lambda"
1906,1,And stop being an old man. You get to build snowman snow angels and snowball fights.
1907,1,ELLO BABE U OK?
1908,1,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
1909,1,Then u going ikea str aft dat?
1910,1,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
1911,1,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
1912,1,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
1913,1,You want to go? 
1915,1,Its not that time of the month nor mid of the time?
1916,1,Fffff. Can you text kadeem or are you too far gone
1917,1,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
1918,1,Is fujitsu s series lifebook good?
1919,1,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
1920,1,Dont know you bring some food
1921,1,No current and food here. I am alone also
1922,1,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
1923,1,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
1924,1,Ok
1925,1,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
1926,1,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
1927,1,Omg it could snow here tonite!
1930,1,Carry on not disturbing both of you
1931,1,What pa tell me.. I went to bath:-)
1932,1,Jus finished avatar nigro
1933,1,R u over scratching it?
1934,1,Hope you are having a great day.
1935,1,Did either of you have any idea's? Do you know of anyplaces doing something?
1936,1,My planning usually stops at \find hella weed
1937,1,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
1938,1,Excellent! Are you ready to moan and scream in ecstasy?
1940,1,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
1942,1,K...k:)why cant you come here and search job:)
1943,1,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
1944,1,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
1945,1,Can Ì_ call me at 10:10 to make sure dat i've woken up...
1946,1,Hey we can go jazz power yoga hip hop kb and yogasana 
1947,1,The battery is for mr adewale my uncle. Aka Egbon
1948,1,I cant pick the phone right now. Pls send a message
1949,1,Wait 2 min..stand at bus stop
1950,1,Oh ic. I thought you meant mary jane.
1951,1,Haha... Really oh no... How? Then will they deduct your lesson tmr?
1952,1,Nah im goin 2 the wrks with j wot bout u?
1953,1,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
1954,1,Good night. Am going to sleep.
1955,1,"Aight I'll grab something to eat too, text me when you're back at mu"
1956,1,K...k:)why cant you come here and search job:)
1957,1,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
1958,1,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
1959,1,Howz that persons story
1961,1,LOL that would be awesome payback.
1963,1,Yes :)it completely in out of form:)clark also utter waste.
1964,1,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
1965,1,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
1966,1,What's a feathery bowa? Is that something guys have that I don't know about?
1967,1,Even i cant close my eyes you are in me our vava playing umma :-D
1968,1,2 laptop... I noe infra but too slow lar... I wan fast one
1970,1,Nvm it's ok...
1971,1,Enjoy ur life. . Good night
1972,1,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!
1973,1,I had askd u a question some hours before. Its answer
1974,1,Thats cool. Where should i cum? On you or in you? :)
1975,1,Delhi and chennai still silent.
1976,1,Lol alright i was thinkin that too haha
1978,1,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
1979,1,Shhhhh nobody is supposed to know!
1980,1,"Sorry, I'll call later"
1981,1,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
1982,1,Hey i will be late... i'm at amk. Need to drink tea or coffee
1983,1,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
1985,1,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
1986,1,S..antha num corrct dane
1987,1,No calls..messages..missed calls
1988,1,"Sorry, I'll call later"
1989,1,The basket's gettin full so I might be by tonight
1990,1,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
1991,1,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
1993,1,Eh den sat u book e kb liao huh...
1994,1,Have you been practising your curtsey?
1995,1,Shall i come to get pickle
1996,1,Lol boo I was hoping for a laugh
1997,1,\YEH I AM DEF UP4 SOMETHING SAT
1998,1,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
1999,1,LMAO where's your fish memory when I need it?
2000,1,But i'll b going 2 sch on mon. My sis need 2 take smth.
2001,1,Idea will soon get converted to live:)
2003,1,S....s...india going to draw the series after many years in south african soil..
2004,1,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
2005,1,Can't take any major roles in community outreach. You rock mel
2006,1,Shopping lor. Them raining mah hard 2 leave orchard.
2007,1,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
2008,1,See the forwarding message for proof
2009,1,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
2010,1,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
2011,1,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
2012,1,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
2014,1,Ambrith..madurai..met u in arun dha marrge..remembr?
2015,1,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
2016,1,"Princess, is your kitty shaved or natural?"
2017,1,"Better than bb. If he wont use it, his wife will or them doctor"
2018,1,Ya it came a while ago
2019,1,From tomorrow onwards eve 6 to 3 work.
2020,1,Anything lor but toa payoh got place 2 walk meh...
2021,1,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
2023,1,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
2024,1,U having lunch alone? I now so bored...
2025,1,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! "
2026,1,"Nah man, my car is meant to be crammed full of people"
2027,1,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
2028,1,Kallis is ready for bat in 2nd innings
2029,1,Thanx but my birthday is over already.
2030,1,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
2031,1,"I noe la... U wana pei bf oso rite... K lor, other days den..."
2032,1,"Yes, i'm small kid.. And boost is the secret of my energy.."
2033,1,IM GONNA MISS U SO MUCH
2034,1,Is avatar supposed to have subtoitles
2035,1,Simply sitting and watching match in office..
2036,1,You can jot down things you want to remember later.
2037,1,Oh sorry please its over
2038,1,Hey are we going for the lo lesson or gym? 
2039,1,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
